,index,Unnamed: 0,College_Name,State,City,URL_,Address,Phone_Number
62,3949,3949,Oxford Software Institute - Kingsway Camp - Courses,Delhi,New Delhi,,"2244, Hudson Lane, Near GTB Nagar Metro Station Gate No. 3, North Campus, New Delhi, Delhi 110009, India","['(011) 43474907 / ', ' 9870320482']"
63,3952,3952,Oxford Software Institute - Pusa Road - Courses,Delhi,New Delhi,https://targetstudy.com/university/238/punjab-technical-university/,"11/6-B, 3rd Floor, Shanti Chambers, Opposite Telephone Exchange, Pusa Road Opposite Metro Pillar No. 133, New Delhi, Delhi 110005, India",[' 9870320499']
64,3953,3953,Oxford Software Institute - Rajouri Garden - Courses,Delhi,New Delhi,,"A-4, Vishal Enclave, Near Metro Pillar No. 411, Rajouri Garden, New Delhi, Delhi 110027, India","['(011) 41255104 / ', ' 9319608182']"
65,3954,3954,Oxford Software Institute - South Extension - Courses,Delhi,New Delhi,,"E-10, South Extension, Part-I, New Delhi, Delhi 110049, India","['(011) 41255102 / ', ' 9810735296']"
66,4431,4431,RC Institute of Technology - RCIT - Courses,Delhi,New Delhi,https://targetstudy.com/university/72/guru-gobind-singh-indraprastha-university/,"Gopal Nagar, Najafgarh, New Delhi, Delhi 110043, India","['\n', ' ']"
67,4475,4475,RK College of Systems and Management - Courses,Delhi,New Delhi,http://www.rkcsm.com/,"Punjabi Bagh (West) Extension, New Delhi, Delhi 110026, India","['(011) 45064241 / ', ' 9312237583, 9999496878, 9312231374']"
68,4592,4592,Sachdeva Institute of Management and Technology - Courses,Delhi,New Delhi,,"29, South Patel Nagar, New Delhi, Delhi 110008, India","['(011) 25848070, 25848182 / ', ' 9958897059, 9958897060']"
69,4659,4659,Saksham Bharti,Delhi,New Delhi,,"Basti Vikas Kendra, R-Block, Raghubir Nagar, Shivaji Enclave, Behind Shivaji College, New Delhi, Delhi 110027, India","['(011) 25193569 / ', ' 9818701926']"
70,4661,4661,Saksham Bharti Sansthan,Delhi,New Delhi,http://www.sakshambharti.org/,"Plot No. 20-22, Vikas Kunj, Vikas Nagar, Hastsal, New Delhi, Delhi 110059, India","['(011) 65092484 / ', ' 9818181165']"
71,4865,4865,Secure Success Academy,Delhi,New Delhi,,"WZ-912, Rani Bagh, Pitampura, New Delhi, Delhi 110034, India","[' 9711526262, 9811233513']"
72,4952,4952,Sharda Institute - Courses,Delhi,New Delhi,,"189, Main Road, Kakrola Village, Near Bharat Ghar, Metro Piller No. 860 (Between Dwarka and Dwarka Sector 14, Metro Station), Sector 16-B, Dwarka, New Delhi, Delhi 110078, India","['(011) 65945835, 65060170 / ', ' 8505998880, 8505998883']"
73,5122,5122,Shri Sai Institute of Education - Courses,Delhi,New Delhi,https://targetstudy.com/university/109/maharshi-dayanand-university/,"WZ-1, First Floor Budela, Vikas Puri, New Delhi, Delhi 110018, India",[' 9958430389']
74,5148,5148,Shri Vinayaka Institute of Management and Technology - Courses,Delhi,New Delhi,,"K-39, Main Rajapuri Road, Opposite Sector 5, Dwarka, New Delhi, Delhi 110059, India","['(011) 42488407 / ', ' 9910145382']"
75,5244,5244,Sirifort College of Computer Technology and Management - SCCTM - Courses,Delhi,New Delhi,https://targetstudy.com/university/72/guru-gobind-singh-indraprastha-university/,"Plot No. 8, Institutional Area, Sector 25, Rohini, New Delhi, Delhi 110085, India","['(011) 27061404, 27061405 / ', ' 8710010025']"
76,5308,5308,Softdot Hi-Tech Educational and Training Institute - Janakpuri - Courses,Delhi,New Delhi,https://targetstudy.com/university/51463/mahatma-gandhi-university/,"8th Floor, Jaina Tower-II, District Centre, Janakpuri, New Delhi, Delhi 110058, India","['(011) 4158840, 4158841, 4158842, 4158843']"
77,5309,5309,Softdot Hi-Tech Educational and Training Institute - Nirman Vihar - Courses,Delhi,New Delhi,https://targetstudy.com/university/51463/mahatma-gandhi-university/,"E-367, Nirman Vihar, (Opposite V3S Mall), (Near Nirman Vihar Metro Station), New Delhi, Delhi 110092, India","['(011) 43018620, 43018621, 43018622, 43018623']"
78,5310,5310,Softdot Hi-Tech Educational and Training Institute - Pitampura - Courses,Delhi,New Delhi,https://targetstudy.com/university/51463/mahatma-gandhi-university/,"4th and 5th Floor, Aggarwal Millenium Tower, Netaji Subhash Place, Opposite TV Tower (Above Pizza Hut & Standard Max), Pitampura, New Delhi, Delhi 110034, India","['(011) 47002190, 47002191, 47002192, 47002194']"
79,5311,5311,Softdot Hi-Tech Educational and Training Institute - South Extension - Courses,Delhi,New Delhi,https://targetstudy.com/university/51463/mahatma-gandhi-university/,"K-16, South Extension, Part-I, New Delhi, Delhi 110049, India","['(011) 47221111, 24601315, 24601316']"
80,5769,5769,Swami Vivekanand Institute of Engineering and Technology College - Courses,Delhi,New Delhi,,"A-25, Sainik Enclave, Near Balaji Chowk Hastsal, P.O. Uttam Nagar, New Delhi, Delhi 110059, India","['(011) 25371438 / ', ' 9868281856, 9911760382, 9650755812']"
81,5848,5848,TCIL-IT Education and Training - Courses,Delhi,New Delhi,http://www.tciliteducation.com/,"Head Office:- Intelligent  Communication Systems  India LTD (ICSIL),DSIIDC Administrative Building, Above Post Office, Okhla Industrial Area, Phase-III, New Delhi, Delhi 110020, India","['(011) 26929051, 26830347']"
82,5852,5852,Tech Vidhya,Delhi,New Delhi,,"F-30/1-B, Ground Floor, Z Apartment, Shaheen Bagh, Near Cribs Hospital, New Delhi, Delhi 110025, India",[' 7065992777']
83,5869,5869,Tecnia Institute of Advanced Studies - Courses,Delhi,New Delhi,http://www.tiaspg.tecnia.in/,"Sector 14, Madhuban Chowk, Rohini, New Delhi, Delhi 110085, India","['(011) 27555121, 27555122, 27555123, 27555124']"
84,5992,5992,Triambke Institute of Management and Technology - TIMT - Courses,Delhi,New Delhi,https://targetstudy.com/university/238/punjab-technical-university/,"A-1, Ring Road, Rajouri Garden, New Delhi, Delhi 110027, India",['(011) 28160056']
